,yearID,teamID,G,W,WSWin,R,H,SB,ER,E
2732,2013,NYA,162,85,N,650,1321,115.0,633,69
2733,2013,NYN,162,74,N,619,1318,114.0,618,93
2734,2013,OAK,162,96,N,767,1403,74.0,574,97
2735,2013,PHI,162,73,N,610,1355,73.0,689,97
2736,2013,PIT,162,94,N,634,1346,94.0,533,106
2737,2013,SDN,162,76,N,618,1349,118.0,643,83
2738,2013,SEA,162,71,N,624,1318,49.0,702,88
2739,2013,SFN,162,76,N,629,1446,67.0,643,107
2740,2013,SLN,162,97,N,783,1494,45.0,555,75
2741,2013,TBA,163,92,N,700,1421,73.0,608,59
2742,2013,TEX,163,91,N,730,1465,149.0,589,86
2743,2013,TOR,162,74,N,712,1398,112.0,685,111
2744,2013,WAS,162,86,N,656,1365,88.0,576,107
2745,2014,ARI,162,64,N,615,1379,86.0,683,101
2746,2014,ATL,162,79,N,573,1316,95.0,547,85
2747,2014,BAL,162,96,N,705,1434,44.0,557,87
2748,2014,BOS,162,71,N,634,1355,63.0,653,92
2749,2014,CHA,162,73,N,660,1400,85.0,687,107
2750,2014,CHN,162,73,N,614,1315,65.0,636,103
2751,2014,CIN,162,76,N,595,1282,122.0,576,72
2752,2014,CLE,162,85,N,669,1411,104.0,581,116
2753,2014,COL,162,66,N,755,1551,85.0,770,106
2754,2014,DET,162,90,N,757,1557,106.0,648,101
2755,2014,HOU,162,70,N,629,1317,122.0,657,106
2756,2014,KCA,162,89,N,651,1456,153.0,565,104
2757,2014,LAA,162,98,N,773,1464,81.0,590,83
2758,2014,LAN,162,94,N,718,1476,138.0,554,107
2759,2014,MIA,162,77,N,645,1399,58.0,613,97
2760,2014,MIL,162,82,N,650,1366,102.0,594,99
2761,2014,MIN,162,70,N,715,1412,99.0,728,97
2762,2014,NYA,162,84,N,633,1349,112.0,605,92
2763,2014,NYN,162,79,N,629,1306,101.0,568,104
2764,2014,OAK,162,88,N,729,1354,83.0,524,111
2765,2014,PHI,162,73,N,619,1356,109.0,619,83
2766,2014,PIT,162,88,N,682,1436,104.0,562,109
2767,2014,SDN,162,77,N,535,1199,91.0,523,101
2768,2014,SEA,162,87,N,634,1328,96.0,512,82
2769,2014,SFN,162,88,Y,665,1407,56.0,564,100
2770,2014,SLN,162,90,N,619,1371,57.0,564,88
2771,2014,TBA,162,77,N,612,1361,63.0,579,88
2772,2014,TEX,162,67,N,637,1400,105.0,711,106
2773,2014,TOR,162,83,N,723,1435,78.0,642,87
2774,2014,WAS,162,96,N,686,1403,101.0,495,100
2775,2015,KCA,162,95,Y,724,1497,104.0,601,88
2776,2015,MIN,162,83,N,696,1349,70.0,653,86
2777,2015,CLE,161,81,N,669,1395,86.0,584,79
2778,2015,CHA,162,76,N,622,1381,68.0,643,101
2779,2015,DET,161,74,N,689,1515,83.0,746,86
2780,2015,TOR,162,93,N,891,1480,88.0,609,88
2781,2015,NYA,162,87,N,764,1397,63.0,652,93
2782,2015,BAL,162,81,N,713,1370,44.0,646,77
2783,2015,TBA,162,80,N,644,1383,87.0,604,95
2784,2015,BOS,162,78,N,748,1495,71.0,694,97
2785,2015,TEX,162,88,N,751,1419,101.0,680,119
2786,2015,HOU,162,86,N,729,1363,121.0,572,85
2787,2015,LAA,162,85,N,661,1331,52.0,630,93
2788,2015,SEA,162,76,N,656,1379,69.0,677,94
2789,2015,OAK,162,68,N,694,1405,78.0,664,126
2790,2015,SLN,162,100,N,647,1386,69.0,478,96
2791,2015,PIT,162,98,N,697,1462,98.0,532,122
2792,2015,CHN,162,97,N,689,1341,95.0,546,111
2793,2015,MIL,162,68,N,655,1378,84.0,682,116
2794,2015,CIN,162,64,N,640,1382,134.0,700,90
2795,2015,NYN,162,90,N,683,1351,51.0,557,88
2796,2015,WAS,162,83,N,703,1363,57.0,577,90
2797,2015,MIA,162,71,N,613,1420,112.0,638,77
2798,2015,ATL,162,67,N,573,1361,69.0,698,90
2799,2015,PHI,162,63,N,626,1374,88.0,749,117
2800,2015,LAN,162,92,N,667,1346,59.0,553,75
2801,2015,SFN,162,84,N,696,1486,93.0,597,78
2802,2015,ARI,162,79,N,720,1494,132.0,659,86
2803,2015,SDN,162,74,N,650,1324,82.0,655,92
2804,2015,COL,162,68,N,737,1479,97.0,799,95
