,yearID,teamID,G,W,WSWin,R,H,SB,ER,E
1686,1976,BAL,162,88,N,619,1326,150.0,542,118
1687,1976,BOS,162,83,N,716,1448,95.0,570,139
1688,1976,CAL,162,76,N,550,1265,126.0,551,150
1689,1976,CHA,161,64,N,586,1410,120.0,684,130
1690,1976,CHN,162,75,N,611,1386,74.0,642,140
1691,1976,CIN,162,102,Y,857,1599,210.0,574,102
1692,1976,CLE,159,81,N,615,1423,75.0,552,121
1693,1976,DET,161,74,N,609,1401,107.0,615,168
1694,1976,HOU,162,80,N,625,1401,150.0,571,140
1695,1976,KCA,162,90,N,713,1490,218.0,525,139
1696,1976,LAN,162,92,N,608,1371,144.0,493,128
1697,1976,MIN,162,85,N,743,1526,146.0,598,172
1698,1976,ML4,161,66,N,570,1326,62.0,580,152
1699,1976,MON,162,55,N,531,1275,86.0,638,147
1700,1976,NYA,159,97,N,730,1496,163.0,516,126
1701,1976,NYN,162,86,N,615,1334,66.0,473,131
1702,1976,OAK,161,87,N,686,1319,341.0,528,144
1703,1976,PHI,162,101,N,770,1505,127.0,499,115
1704,1976,PIT,162,92,N,708,1499,130.0,547,163
1705,1976,SDN,162,73,N,570,1327,92.0,581,141
1706,1976,SFN,162,74,N,595,1340,88.0,573,183
1707,1976,SLN,162,72,N,629,1432,123.0,581,174
1708,1976,TEX,162,76,N,616,1390,87.0,564,156
1709,1977,ATL,162,61,N,678,1404,82.0,779,175
1710,1977,BAL,161,97,N,719,1433,90.0,603,106
1711,1977,BOS,161,97,N,859,1551,66.0,652,132
1712,1977,CAL,162,74,N,675,1380,159.0,594,147
1713,1977,CHA,162,90,N,844,1568,42.0,682,159
1714,1977,CHN,162,81,N,692,1489,64.0,654,153
1715,1977,CIN,162,88,N,802,1513,170.0,672,95
1716,1977,CLE,161,71,N,676,1476,87.0,661,130
1717,1977,DET,162,74,N,714,1480,60.0,669,140
1718,1977,HOU,162,81,N,680,1405,187.0,576,142
1719,1977,KCA,162,102,N,822,1549,170.0,571,137
1720,1977,LAN,162,98,N,769,1484,114.0,528,124
1721,1977,MIN,161,84,N,867,1588,105.0,699,144
1722,1977,ML4,162,67,N,639,1425,85.0,687,139
1723,1977,MON,162,75,N,665,1474,88.0,660,129
1724,1977,NYA,162,100,Y,831,1576,93.0,581,132
1725,1977,NYN,162,64,N,587,1319,98.0,600,134
1726,1977,OAK,161,63,N,605,1284,176.0,645,190
1727,1977,PHI,162,101,N,847,1548,135.0,600,120
1728,1977,PIT,162,96,N,734,1550,260.0,594,145
1729,1977,SDN,162,69,N,692,1397,133.0,722,189
1730,1977,SEA,162,64,N,624,1398,110.0,769,147
1731,1977,SFN,162,75,N,673,1392,90.0,608,178
1732,1977,SLN,162,83,N,737,1490,134.0,612,139
1733,1977,TEX,162,94,N,767,1497,154.0,582,117
1734,1977,TOR,161,54,N,605,1367,65.0,725,163
1735,1978,ATL,162,69,N,600,1313,90.0,653,153
1736,1978,BAL,161,90,N,659,1397,75.0,565,110
1737,1978,BOS,163,99,N,796,1493,74.0,579,146
1738,1978,CAL,162,87,N,691,1417,86.0,590,136
1739,1978,CHA,161,71,N,634,1423,83.0,659,138
1740,1978,CHN,162,79,N,664,1461,110.0,655,144
1741,1978,CIN,161,92,N,710,1378,137.0,613,134
1742,1978,CLE,159,69,N,639,1400,64.0,621,121
1743,1978,DET,162,86,N,714,1520,90.0,588,117
1744,1978,HOU,162,74,N,605,1408,178.0,581,132
1745,1978,KCA,162,92,N,743,1469,216.0,550,150
1746,1978,LAN,162,95,N,727,1435,137.0,499,140
1747,1978,MIN,162,73,N,666,1472,99.0,598,146
1748,1978,ML4,162,93,N,804,1530,95.0,582,150
1749,1978,MON,162,76,N,633,1404,80.0,549,134
1750,1978,NYA,163,100,Y,735,1489,98.0,516,113
1751,1978,NYN,162,66,N,607,1332,100.0,626,132
1752,1978,OAK,162,69,N,532,1304,144.0,576,179
1753,1978,PHI,162,90,N,708,1404,152.0,531,104
1754,1978,PIT,161,88,N,684,1390,213.0,547,166
1755,1978,SDN,162,84,N,591,1349,152.0,522,160
1756,1978,SEA,160,56,N,614,1327,123.0,736,141
1757,1978,SFN,162,89,N,613,1331,87.0,534,146
1758,1978,SLN,162,69,N,600,1351,97.0,572,136
1759,1978,TEX,162,87,N,692,1353,196.0,544,153
1760,1978,TOR,161,59,N,590,1358,28.0,721,130
1761,1979,ATL,160,66,N,669,1389,98.0,653,183
1762,1979,BAL,159,102,N,757,1401,99.0,519,125
1763,1979,BOS,160,91,N,841,1567,60.0,641,142
1764,1979,CAL,162,88,N,866,1563,100.0,692,135
1765,1979,CHA,160,73,N,730,1505,97.0,642,173
1766,1979,CHN,162,80,N,706,1494,73.0,623,159
1767,1979,CIN,161,90,N,731,1445,99.0,573,124
1768,1979,CLE,161,81,N,760,1388,143.0,727,126
1769,1979,DET,161,85,N,770,1446,176.0,675,120
1770,1979,HOU,162,89,N,583,1382,190.0,514,137
1771,1979,KCA,162,85,N,851,1596,207.0,716,146
1772,1979,LAN,162,79,N,739,1443,106.0,615,118
1773,1979,MIN,162,82,N,764,1544,66.0,663,134
1774,1979,ML4,161,95,N,807,1552,100.0,644,127
1775,1979,MON,160,95,N,701,1445,121.0,505,131
1776,1979,NYA,160,89,N,734,1443,65.0,609,122
1777,1979,NYN,163,63,N,593,1399,135.0,632,140
1778,1979,OAK,162,54,N,573,1276,104.0,754,174
1779,1979,PHI,163,84,N,683,1453,128.0,666,106
1780,1979,PIT,163,98,Y,775,1541,180.0,566,134
1781,1979,SDN,161,68,N,603,1316,100.0,596,140
1782,1979,SEA,162,67,N,711,1490,126.0,732,141
1783,1979,SFN,162,71,N,672,1328,140.0,664,161
1784,1979,SLN,163,86,N,731,1594,116.0,614,132
1785,1979,TEX,162,83,N,750,1549,79.0,616,130
1786,1979,TOR,162,53,N,613,1362,75.0,759,158
1787,1980,ATL,161,81,N,630,1352,73.0,598,162
1788,1980,BAL,162,100,N,805,1523,111.0,590,95
1789,1980,BOS,160,83,N,757,1588,79.0,701,149
1790,1980,CAL,160,65,N,698,1442,91.0,717,134
1791,1980,CHA,162,70,N,587,1408,68.0,625,171
1792,1980,CHN,162,64,N,614,1411,93.0,639,174
1793,1980,CIN,163,89,N,707,1445,156.0,624,106
1794,1980,CLE,160,79,N,738,1517,118.0,743,105
1795,1980,DET,163,84,N,830,1543,75.0,693,129
1796,1980,HOU,163,93,N,637,1455,194.0,510,140
1797,1980,KCA,162,97,N,809,1633,185.0,621,141
1798,1980,LAN,163,92,N,663,1462,123.0,532,123
1799,1980,MIN,161,77,N,670,1468,62.0,634,146
1800,1980,ML4,162,86,N,811,1555,131.0,598,147
1801,1980,MON,162,90,N,694,1407,237.0,563,144
1802,1980,NYA,162,103,N,820,1484,86.0,582,138
1803,1980,NYN,162,67,N,611,1407,158.0,621,154
1804,1980,OAK,162,83,N,686,1424,175.0,566,130
1805,1980,PHI,162,91,Y,728,1517,140.0,564,136
1806,1980,PIT,162,83,N,666,1469,209.0,580,137
1807,1980,SDN,163,73,N,591,1410,239.0,595,131
1808,1980,SEA,163,59,N,610,1359,116.0,709,149
1809,1980,SFN,161,75,N,573,1310,100.0,557,156
1810,1980,SLN,162,74,N,738,1541,117.0,632,122
1811,1980,TEX,163,76,N,756,1616,91.0,648,147
1812,1980,TOR,162,67,N,624,1398,67.0,683,133
1839,1982,ATL,162,89,N,739,1411,151.0,621,137
1840,1982,BAL,163,94,N,774,1478,49.0,648,101
1841,1982,BOS,162,89,N,753,1536,42.0,651,121
1842,1982,CAL,162,93,N,814,1518,55.0,621,106
1843,1982,CHA,162,87,N,786,1523,136.0,619,154
1844,1982,CHN,162,73,N,676,1436,132.0,630,132
1845,1982,CIN,162,61,N,545,1375,131.0,594,128
1846,1982,CLE,162,78,N,683,1458,151.0,670,123
1847,1982,DET,162,83,N,729,1489,93.0,613,115
1848,1982,HOU,162,77,N,569,1342,140.0,549,136
1849,1982,KCA,162,90,N,784,1603,133.0,649,127
1850,1982,LAN,162,88,N,691,1487,151.0,539,139
1851,1982,MIN,162,60,N,657,1427,38.0,752,105
1852,1982,ML4,163,95,N,891,1599,84.0,649,125
1853,1982,MON,162,86,N,697,1454,156.0,537,122
1854,1982,NYA,162,79,N,709,1417,69.0,647,128
1855,1982,NYN,162,65,N,609,1361,137.0,624,175
1856,1982,OAK,162,68,N,691,1286,232.0,734,160
1857,1982,PHI,162,89,N,664,1417,128.0,584,121
1858,1982,PIT,162,84,N,724,1535,161.0,621,145
1859,1982,SDN,162,81,N,675,1435,165.0,577,152
1860,1982,SEA,162,76,N,651,1431,131.0,636,138
1861,1982,SFN,162,87,N,673,1393,130.0,593,173
1862,1982,SLN,162,92,Y,685,1439,200.0,549,124
1863,1982,TEX,162,64,N,590,1354,63.0,681,121
1864,1982,TOR,162,78,N,651,1447,118.0,633,136
1865,1983,ATL,162,88,N,746,1489,146.0,587,137
1866,1983,BAL,162,98,Y,799,1492,61.0,586,121
1867,1983,BOS,162,78,N,724,1512,30.0,697,130
1868,1983,CAL,162,70,N,722,1467,41.0,706,154
1869,1983,CHA,162,99,N,800,1439,165.0,589,120
1870,1983,CHN,162,71,N,701,1436,84.0,647,115
1871,1983,CIN,162,74,N,623,1274,154.0,637,114
1872,1983,CLE,162,70,N,704,1451,109.0,709,122
1873,1983,DET,162,92,N,789,1530,93.0,613,124
1874,1983,HOU,162,85,N,643,1412,164.0,562,147
1875,1983,KCA,163,79,N,696,1515,182.0,679,164
1876,1983,LAN,163,91,N,654,1358,166.0,504,168
1877,1983,MIN,162,70,N,709,1463,44.0,744,118
1878,1983,ML4,162,87,N,764,1556,101.0,649,113
1879,1983,MON,163,82,N,677,1482,138.0,585,116
1880,1983,NYA,162,91,N,770,1535,84.0,624,139
1881,1983,NYN,162,68,N,575,1314,141.0,593,151
1882,1983,OAK,162,74,N,708,1447,235.0,701,157
1883,1983,PHI,163,90,N,696,1352,143.0,542,152
1884,1983,PIT,162,84,N,659,1460,124.0,577,115
1885,1983,SDN,163,81,N,653,1384,179.0,590,129
1886,1983,SEA,162,60,N,558,1280,144.0,649,134
1887,1983,SFN,162,79,N,687,1324,140.0,594,171
1888,1983,SLN,162,79,N,679,1496,207.0,615,152
1889,1983,TEX,163,77,N,639,1429,119.0,539,113
1890,1983,TOR,162,89,N,795,1546,131.0,661,115
1891,1984,ATL,162,80,N,632,1338,140.0,574,139
1892,1984,BAL,162,85,N,681,1374,51.0,593,123
1893,1984,BOS,162,86,N,810,1598,38.0,670,143
1894,1984,CAL,162,81,N,696,1363,80.0,642,128
1895,1984,CHA,162,74,N,679,1360,109.0,667,122
1896,1984,CHN,161,96,N,762,1415,154.0,598,121
1897,1984,CIN,162,70,N,627,1342,160.0,675,139
1898,1984,CLE,163,75,N,761,1498,126.0,694,146
1899,1984,DET,162,104,Y,829,1529,106.0,568,124
1900,1984,HOU,162,80,N,693,1465,105.0,535,133
1901,1984,KCA,162,84,N,673,1487,106.0,629,129
1902,1984,LAN,162,79,N,580,1316,109.0,514,163
1903,1984,MIN,162,81,N,673,1473,39.0,615,120
1904,1984,ML4,161,67,N,641,1446,52.0,646,136
1905,1984,MON,161,78,N,593,1367,131.0,526,132
1906,1984,NYA,162,87,N,758,1560,62.0,615,142
1907,1984,NYN,162,90,N,652,1400,149.0,577,129
1908,1984,OAK,162,77,N,738,1415,145.0,712,146
1909,1984,PHI,162,81,N,720,1494,186.0,586,161
1910,1984,PIT,162,75,N,615,1412,96.0,508,128
1911,1984,SDN,162,92,N,686,1425,152.0,565,138
1912,1984,SEA,162,74,N,682,1429,116.0,691,126
1913,1984,SFN,162,66,N,682,1499,126.0,713,169
1914,1984,SLN,162,84,N,652,1369,220.0,576,118
1915,1984,TEX,161,69,N,656,1452,81.0,625,138
1916,1984,TOR,163,89,N,750,1555,193.0,628,123
1917,1985,ATL,162,66,N,632,1359,72.0,678,159
1918,1985,BAL,161,83,N,818,1451,69.0,694,115
1919,1985,BOS,163,81,N,800,1615,66.0,659,145
1920,1985,CAL,162,90,N,732,1364,106.0,633,112
1921,1985,CHA,163,85,N,736,1386,108.0,656,111
1922,1985,CHN,162,77,N,686,1397,182.0,667,134
1923,1985,CIN,162,89,N,677,1385,159.0,598,121
1924,1985,CLE,162,60,N,729,1465,132.0,775,141
1925,1985,DET,161,84,N,729,1413,75.0,612,141
1926,1985,HOU,162,83,N,706,1457,96.0,593,152
1927,1985,KCA,162,91,Y,687,1384,128.0,567,127
1928,1985,LAN,162,95,N,682,1434,136.0,482,166
1929,1985,MIN,162,77,N,705,1453,68.0,710,120
1930,1985,ML4,161,71,N,690,1467,69.0,701,142
1931,1985,MON,161,84,N,633,1342,169.0,575,121
1932,1985,NYA,161,97,N,839,1458,155.0,590,123
1933,1985,NYN,162,98,N,695,1425,117.0,514,115
1934,1985,OAK,162,77,N,757,1475,117.0,712,140
1935,1985,PHI,162,75,N,667,1343,122.0,592,139
1936,1985,PIT,161,57,N,568,1340,110.0,637,133
1937,1985,SDN,162,83,N,650,1405,60.0,548,124
1938,1985,SEA,162,74,N,719,1410,94.0,745,122
1939,1985,SFN,162,62,N,556,1263,99.0,581,144
1940,1985,SLN,162,101,N,747,1446,314.0,504,108
1941,1985,TEX,161,62,N,617,1359,130.0,715,119
1942,1985,TOR,161,99,N,759,1482,144.0,533,125
1943,1986,ATL,161,72,N,615,1348,93.0,628,141
1944,1986,BAL,162,73,N,708,1425,64.0,686,135
1945,1986,BOS,161,95,N,794,1488,41.0,624,129
1946,1986,CAL,162,92,N,786,1387,109.0,621,107
1947,1986,CHA,162,72,N,644,1335,115.0,630,117
1948,1986,CHN,160,70,N,680,1409,132.0,721,124
1949,1986,CIN,162,86,N,732,1404,177.0,638,140
1950,1986,CLE,163,84,N,831,1620,141.0,736,156
1951,1986,DET,162,87,N,798,1447,138.0,645,108
1952,1986,HOU,162,96,N,654,1388,163.0,510,130
1953,1986,KCA,162,76,N,654,1403,97.0,611,123
1954,1986,LAN,162,73,N,638,1373,155.0,607,179
1955,1986,MIN,162,71,N,741,1446,81.0,759,118
1956,1986,ML4,161,77,N,667,1393,100.0,638,146
1957,1986,MON,161,78,N,637,1401,193.0,616,133
1958,1986,NYA,162,90,N,797,1512,139.0,659,127
1959,1986,NYN,162,108,Y,783,1462,118.0,513,138
1960,1986,OAK,162,76,N,731,1370,139.0,686,135
1961,1986,PHI,161,86,N,739,1386,153.0,621,137
1962,1986,PIT,162,64,N,663,1366,152.0,628,142
1963,1986,SDN,162,74,N,656,1442,96.0,640,135
1964,1986,SEA,162,67,N,718,1392,93.0,743,156
1965,1986,SFN,162,83,N,698,1394,148.0,540,143
1966,1986,SLN,161,79,N,601,1270,262.0,549,123
1967,1986,TEX,162,87,N,771,1479,103.0,662,120
1968,1986,TOR,163,86,N,809,1540,110.0,669,100
1969,1987,ATL,161,69,N,747,1401,135.0,734,116
1970,1987,BAL,162,67,N,729,1437,69.0,801,109
1971,1987,BOS,162,78,N,842,1554,77.0,761,110
1972,1987,CAL,162,75,N,770,1406,125.0,709,117
1973,1987,CHA,162,77,N,748,1427,138.0,691,115
1974,1987,CHN,161,76,N,720,1475,109.0,725,130
1975,1987,CIN,162,84,N,783,1478,169.0,684,128
1976,1987,CLE,162,61,N,742,1476,140.0,834,152
1977,1987,DET,162,98,N,896,1535,106.0,650,122
1978,1987,HOU,162,76,N,648,1386,162.0,615,115
1979,1987,KCA,162,83,N,715,1443,125.0,611,131
1980,1987,LAN,162,73,N,635,1389,128.0,601,155
1981,1987,MIN,162,85,Y,786,1422,113.0,734,98
1982,1987,ML4,162,91,N,862,1552,176.0,752,145
1983,1987,MON,162,91,N,741,1467,166.0,632,147
1984,1987,NYA,162,89,N,788,1445,105.0,701,102
1985,1987,NYN,162,92,N,823,1499,159.0,620,137
1986,1987,OAK,162,81,N,806,1432,140.0,694,142
1987,1987,PHI,162,80,N,702,1390,111.0,673,121
1988,1987,PIT,162,80,N,723,1464,140.0,674,123
1989,1987,SDN,162,65,N,668,1419,198.0,680,146
1990,1987,SEA,162,78,N,760,1499,174.0,713,121
1991,1987,SFN,162,90,N,783,1458,126.0,601,129
1992,1987,SLN,162,95,N,798,1449,248.0,637,116
1993,1987,TEX,162,75,N,823,1478,120.0,743,148
1994,1987,TOR,162,96,N,845,1514,126.0,604,111
1995,1988,ATL,160,54,N,555,1319,95.0,657,151
1996,1988,BAL,161,54,N,550,1275,69.0,714,118
1997,1988,BOS,162,89,N,813,1569,65.0,629,93
1998,1988,CAL,162,75,N,714,1458,86.0,698,135
1999,1988,CHA,161,71,N,631,1327,98.0,659,154
2000,1988,CHN,163,77,N,660,1481,120.0,625,125
2001,1988,CIN,161,87,N,641,1334,207.0,542,121
2002,1988,CLE,162,78,N,666,1435,97.0,663,124
2003,1988,DET,162,88,N,703,1358,87.0,596,109
2004,1988,HOU,162,82,N,617,1338,198.0,558,138
2005,1988,KCA,161,84,N,704,1419,137.0,579,124
2006,1988,LAN,162,94,Y,628,1346,131.0,481,142
2007,1988,MIN,162,91,N,759,1508,107.0,625,83
2008,1988,ML4,162,87,N,682,1409,159.0,555,120
2009,1988,MON,163,81,N,628,1400,189.0,507,142
2010,1988,NYA,161,85,N,772,1469,146.0,689,134
2011,1988,NYN,160,100,N,703,1387,140.0,465,115
2012,1988,OAK,162,104,N,800,1474,129.0,569,105
2013,1988,PHI,162,65,N,597,1294,112.0,659,145
2014,1988,PIT,160,85,N,651,1327,119.0,555,124
2015,1988,SDN,161,83,N,594,1325,123.0,528,116
2016,1988,SEA,161,68,N,664,1397,95.0,658,123
2017,1988,SFN,162,83,N,670,1353,121.0,551,129
2018,1988,SLN,162,76,N,578,1373,234.0,567,121
2019,1988,TEX,161,70,N,637,1378,130.0,647,129
2020,1988,TOR,162,87,N,763,1491,107.0,612,110
2021,1989,ATL,161,63,N,584,1281,83.0,595,152
2022,1989,BAL,162,87,N,708,1369,118.0,644,87
2023,1989,BOS,162,83,N,774,1571,56.0,651,127
2024,1989,CAL,162,91,N,669,1422,89.0,530,96
2025,1989,CHA,161,69,N,693,1493,97.0,668,151
2026,1989,CHN,162,93,N,702,1438,136.0,556,119
2027,1989,CIN,162,75,N,632,1362,128.0,607,121
2028,1989,CLE,162,73,N,604,1340,74.0,589,118
2029,1989,DET,162,59,N,617,1315,103.0,718,130
2030,1989,HOU,162,86,N,647,1316,144.0,598,140
2031,1989,KCA,162,92,N,690,1428,154.0,572,111
2032,1989,LAN,160,77,N,554,1313,81.0,480,118
2033,1989,MIN,162,80,N,740,1542,111.0,680,107
2034,1989,ML4,162,81,N,707,1415,165.0,605,155
2035,1989,MON,162,81,N,632,1353,160.0,568,136
2036,1989,NYA,161,74,N,698,1470,137.0,707,122
2037,1989,NYN,162,87,N,683,1351,158.0,532,144
2038,1989,OAK,162,99,Y,712,1414,157.0,497,129
2039,1989,PHI,163,67,N,629,1324,106.0,643,133
2040,1989,PIT,164,74,N,637,1334,155.0,601,160
2041,1989,SDN,162,89,N,642,1360,136.0,547,152
2042,1989,SEA,162,73,N,694,1417,81.0,639,143
2043,1989,SFN,162,92,N,699,1365,87.0,534,113
2044,1989,SLN,164,86,N,632,1418,155.0,545,111
2045,1989,TEX,162,83,N,695,1433,101.0,623,136
2046,1989,TOR,162,89,N,731,1449,144.0,584,126
2047,1990,ATL,162,65,N,682,1376,92.0,727,158
2048,1990,BAL,161,76,N,669,1328,94.0,644,91
2049,1990,BOS,162,88,N,699,1502,53.0,596,123
2050,1990,CAL,162,80,N,690,1448,69.0,612,140
2051,1990,CHA,162,94,N,682,1393,140.0,581,124
2052,1990,CHN,162,77,N,690,1474,151.0,695,122
2053,1990,CIN,162,91,Y,693,1466,166.0,548,102
2054,1990,CLE,162,77,N,732,1465,107.0,675,117
2055,1990,DET,162,79,N,750,1418,82.0,698,131
2056,1990,HOU,162,75,N,573,1301,179.0,582,131
2057,1990,KCA,161,75,N,707,1465,107.0,620,122
2058,1990,LAN,162,86,N,728,1436,141.0,596,130
2059,1990,MIN,162,74,N,666,1458,96.0,657,101
2060,1990,ML4,162,74,N,732,1408,164.0,655,149
2061,1990,MON,162,85,N,662,1363,235.0,552,110
2062,1990,NYA,162,67,N,603,1322,119.0,675,126
2063,1990,NYN,162,91,N,775,1410,110.0,547,132
2064,1990,OAK,162,103,N,733,1379,141.0,514,87
2065,1990,PHI,162,77,N,646,1410,108.0,655,117
2066,1990,PIT,162,95,N,733,1395,137.0,547,134
2067,1990,SDN,162,75,N,673,1429,138.0,597,141
2068,1990,SEA,162,77,N,640,1419,105.0,592,130
2069,1990,SFN,162,85,N,719,1459,109.0,656,107
2070,1990,SLN,162,70,N,599,1398,221.0,620,129
2071,1990,TEX,162,83,N,676,1416,115.0,615,133
2072,1990,TOR,162,86,N,767,1479,111.0,620,86
2073,1991,ATL,162,94,N,749,1407,165.0,563,138
2074,1991,BAL,162,67,N,686,1421,50.0,743,89
2075,1991,BOS,162,84,N,731,1486,59.0,641,116
2076,1991,CAL,162,81,N,653,1396,94.0,591,102
2077,1991,CHA,162,87,N,758,1464,134.0,622,116
2078,1991,CHN,160,77,N,695,1395,123.0,652,113
2079,1991,CIN,162,74,N,689,1419,124.0,613,125
2080,1991,CLE,162,57,N,576,1390,84.0,677,142
2081,1991,DET,162,84,N,817,1372,109.0,727,104
2082,1991,HOU,162,65,N,605,1345,125.0,646,161
2083,1991,KCA,162,82,N,727,1475,119.0,639,125
2084,1991,LAN,162,93,N,665,1366,126.0,496,123
2085,1991,MIN,162,95,Y,776,1557,107.0,594,94
2086,1991,ML4,162,83,N,799,1523,106.0,673,118
2087,1991,MON,161,71,N,579,1329,221.0,582,131
2088,1991,NYA,162,71,N,674,1418,109.0,709,133
2089,1991,NYN,161,77,N,640,1305,153.0,568,143
2090,1991,OAK,162,84,N,760,1342,151.0,733,107
2091,1991,PHI,162,78,N,629,1332,92.0,627,116
2092,1991,PIT,162,98,N,768,1433,124.0,557,120
2093,1991,SDN,162,84,N,636,1321,101.0,576,113
2094,1991,SEA,162,83,N,702,1400,97.0,617,110
2095,1991,SFN,162,75,N,649,1345,95.0,646,108
2096,1991,SLN,162,84,N,651,1366,202.0,588,105
2097,1991,TEX,162,85,N,829,1539,102.0,735,134
2098,1991,TOR,162,91,N,684,1412,148.0,569,127
2099,1992,ATL,162,98,N,682,1391,126.0,509,109
2100,1992,BAL,162,89,N,705,1423,89.0,617,93
2101,1992,BOS,162,73,N,599,1343,44.0,576,139
2102,1992,CAL,162,72,N,579,1306,160.0,617,134
2103,1992,CHA,162,86,N,738,1434,160.0,620,129
2104,1992,CHN,162,78,N,593,1420,77.0,553,114
2105,1992,CIN,162,90,N,660,1418,125.0,557,96
2106,1992,CLE,162,76,N,674,1495,144.0,671,141
2107,1992,DET,162,75,N,791,1411,66.0,733,116
2108,1992,HOU,162,81,N,608,1350,139.0,603,112
2109,1992,KCA,162,72,N,610,1411,131.0,613,122
2110,1992,LAN,162,63,N,548,1333,142.0,545,173
2111,1992,MIN,162,90,N,747,1544,123.0,597,94
2112,1992,ML4,162,92,N,740,1477,256.0,555,89
2113,1992,MON,162,87,N,648,1381,196.0,530,124
2114,1992,NYA,162,76,N,733,1462,78.0,679,112
2115,1992,NYN,162,72,N,599,1254,129.0,588,116
2116,1992,OAK,162,96,N,745,1389,143.0,600,125
2117,1992,PHI,162,70,N,686,1392,127.0,652,131
2118,1992,PIT,162,96,N,693,1409,110.0,551,101
2119,1992,SDN,162,82,N,617,1396,69.0,578,115
2120,1992,SEA,162,64,N,679,1466,100.0,731,112
2121,1992,SFN,162,72,N,574,1330,112.0,586,111
2122,1992,SLN,162,83,N,631,1464,208.0,556,91
2123,1992,TEX,162,77,N,682,1387,81.0,663,153
2124,1992,TOR,162,96,Y,780,1458,129.0,626,93
2125,1993,ATL,162,104,N,767,1444,125.0,508,108
2126,1993,BAL,162,85,N,786,1470,73.0,691,100
2127,1993,BOS,162,80,N,686,1451,73.0,608,122
2128,1993,CAL,162,71,N,684,1399,169.0,690,120
2129,1993,CHA,162,94,N,776,1454,106.0,598,112
2130,1993,CHN,163,84,N,738,1521,100.0,673,115
2131,1993,CIN,162,73,N,722,1457,142.0,719,120
2132,1993,CLE,162,76,N,790,1547,159.0,735,148
2133,1993,COL,162,67,N,758,1507,146.0,860,167
2134,1993,DET,162,85,N,899,1546,104.0,742,132
2135,1993,FLO,162,64,N,581,1356,117.0,661,122
2136,1993,HOU,162,85,N,716,1459,103.0,559,125
2137,1993,KCA,162,84,N,675,1455,100.0,649,96
2138,1993,LAN,162,81,N,675,1458,126.0,572,132
2139,1993,MIN,162,71,N,693,1480,83.0,756,100
2140,1993,ML4,162,69,N,733,1426,138.0,715,131
2141,1993,MON,163,94,N,732,1410,228.0,574,159
2142,1993,NYA,162,88,N,821,1568,39.0,695,101
2143,1993,NYN,162,59,N,672,1350,79.0,647,156
2144,1993,OAK,162,68,N,715,1408,131.0,791,111
2145,1993,PHI,162,97,N,877,1555,91.0,646,141
2146,1993,PIT,162,75,N,707,1482,92.0,766,105
2147,1993,SDN,162,61,N,679,1386,92.0,675,160
2148,1993,SEA,162,82,N,734,1429,91.0,678,90
2149,1993,SFN,162,103,N,808,1534,120.0,584,101
2150,1993,SLN,162,87,N,758,1508,153.0,660,159
2151,1993,TEX,162,86,N,835,1472,113.0,684,130
2152,1993,TOR,162,95,Y,847,1556,170.0,674,107
2209,1996,ATL,162,96,N,773,1514,83.0,578,130
2210,1996,BAL,163,88,N,949,1557,76.0,840,97
2211,1996,BOS,162,85,N,928,1631,91.0,810,135
2212,1996,CAL,161,70,N,762,1571,53.0,849,128
2213,1996,CHA,162,85,N,898,1586,105.0,735,109
2214,1996,CHN,162,76,N,772,1388,108.0,705,104
2215,1996,CIN,162,81,N,778,1398,171.0,694,121
2216,1996,CLE,161,99,N,952,1665,160.0,702,124
2217,1996,COL,162,83,N,961,1607,201.0,885,149
2218,1996,DET,162,53,N,783,1413,87.0,1015,135
2219,1996,FLO,162,80,N,688,1413,99.0,633,111
2220,1996,HOU,162,82,N,753,1445,180.0,704,138
2221,1996,KCA,161,75,N,746,1477,195.0,733,111
2222,1996,LAN,162,90,N,703,1396,124.0,567,125
2223,1996,MIN,162,78,N,877,1633,143.0,847,94
2224,1996,ML4,162,80,N,894,1578,101.0,831,134
2225,1996,MON,162,88,N,741,1441,108.0,605,126
2226,1996,NYA,162,92,Y,871,1621,96.0,744,91
2227,1996,NYN,162,71,N,746,1515,97.0,675,157
2228,1996,OAK,162,78,N,861,1492,58.0,841,102
2229,1996,PHI,162,67,N,650,1405,117.0,710,115
2230,1996,PIT,162,73,N,776,1509,126.0,750,128
2231,1996,SDN,162,91,N,771,1499,109.0,617,118
2232,1996,SEA,161,85,N,993,1625,90.0,828,110
2233,1996,SFN,162,68,N,752,1400,113.0,756,134
2234,1996,SLN,162,88,N,759,1468,149.0,642,125
2235,1996,TEX,163,90,N,928,1622,83.0,750,87
2236,1996,TOR,162,74,N,766,1451,116.0,735,110
2237,1997,ANA,162,84,N,829,1531,126.0,730,126
2238,1997,ATL,162,101,N,791,1490,108.0,518,114
2239,1997,BAL,162,98,N,812,1498,63.0,635,97
2240,1997,BOS,162,78,N,851,1684,68.0,785,136
2241,1997,CHA,161,80,N,779,1498,106.0,749,125
2242,1997,CHN,162,68,N,687,1444,116.0,705,115
2243,1997,CIN,162,76,N,651,1386,190.0,712,106
2244,1997,CLE,161,86,N,868,1589,118.0,749,108
2245,1997,COL,162,83,N,923,1611,137.0,835,111
2246,1997,DET,162,79,N,784,1415,161.0,732,91
2247,1997,FLO,162,92,Y,740,1410,115.0,615,119
2248,1997,HOU,162,84,N,777,1427,171.0,595,131
2249,1997,KCA,161,67,N,747,1478,130.0,755,88
